           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,,Base Flow Index (BFI): 0.241
7,0.2,0.01,0.19,,,
8,6.2,5.96,0.24,,,
9,0.1,0,0.1,,,
10,0.1,0,0.1,,,
11,5.9,5.75,0.15,,,
12,0.1,0,0.1,,,
13,0.1,0,0.1,,,
14,0.1,0,0.1,,,
15,6.2,6.05,0.15,,,
16,0.1,0,0.1,,,
17,0.1,0,0.1,,,
18,6.1,5.95,0.15,,,
19,0.1,0,0.1,,,
20,0.1,0,0.1,,,
21,4.5,4.37,0.13,,,
22,5.8,5.62,0.18,,,
23,5.8,5.57,0.23,,,
24,6.2,5.93,0.27,,,
25,6.2,5.88,0.32,,,
26,7.9,7.52,0.38,,,
27,6.9,6.47,0.43,,,
28,7.3,6.82,0.48,,,
29,6.9,6.37,0.53,,,
30,6.7,6.13,0.57,,,
31,6.7,6.09,0.61,,,
1,6.3,5.65,0.65,,,
2,6.4,5.71,0.69,,,
3,6.7,5.98,0.72,,,
4,5.8,5.05,0.75,,,
5,5.1,4.32,0.78,,,
6,5.2,4.4,0.8,,,
7,5,4.18,0.82,,,
8,4.6,3.76,0.84,,,
9,4.9,4.04,0.86,,,
10,4.6,3.73,0.87,,,
11,4.9,4.01,0.89,,,
12,4.8,3.89,0.91,,,
13,4.6,3.68,0.92,,,
14,4.5,3.57,0.93,,,
15,5.1,4.15,0.95,,,
16,4.2,3.24,0.96,,,
17,4.9,3.92,0.98,,,
18,5,4.01,0.99,,,
19,5.8,4.79,1.01,,,
20,4.8,3.77,1.03,,,
21,4.6,3.56,1.04,,,
22,5.3,4.25,1.05,,,
23,5.3,4.23,1.07,,,
24,5.4,4.31,1.09,,,
25,5.1,4,1.1,,,
26,4.9,3.79,1.11,,,
27,4.8,3.68,1.12,,,
28,4.9,3.77,1.13,,,
29,4,2.87,1.13,,,
30,4.1,2.96,1.14,,,
31,3.8,2.66,1.14,,,
1,3.8,2.66,1.14,,,
2,3.7,2.56,1.14,,,
3,3.8,2.66,1.14,,,
4,3.7,2.56,1.14,,,
5,3.6,2.46,1.14,,,
6,4.7,3.55,1.15,,,
7,5.1,3.94,1.16,,,
8,2.7,1.55,1.15,,,
9,2.8,1.66,1.14,,,
10,3.1,1.97,1.13,,,
11,3,1.87,1.13,,,
12,2.7,1.58,1.12,,,
13,2.8,1.69,1.11,,,
14,2.7,1.6,1.1,,,
15,2.6,1.51,1.09,,,
16,1.8,0.72,1.08,,,
17,2,0.93,1.07,,,
18,2.8,1.74,1.06,,,
19,2.2,1.15,1.05,,,
20,2.8,1.76,1.04,,,
21,2.6,1.56,1.04,,,
22,2.4,1.37,1.03,,,
23,2,0.98,1.02,,,
24,1.2,0.2,1,,,
25,1.4,0.42,0.98,,,
26,2,1.03,0.97,,,
27,1.7,0.74,0.96,,,
28,1.6,0.66,0.94,,,
1,1.5,0.57,0.93,,,
2,1.4,0.48,0.92,,,
3,1.3,0.4,0.9,,,
4,1.3,0.41,0.89,,,
5,1.5,0.63,0.87,,,
6,1.4,0.54,0.86,,,
7,1.4,0.55,0.85,,,
8,1.3,0.46,0.84,,,
9,1.2,0.38,0.82,,,
10,1.1,0.29,0.81,,,
11,1.1,0.3,0.8,,,
12,0.9,0.12,0.78,,,
13,1.3,0.53,0.77,,,
14,1.6,0.84,0.76,,,
15,2.2,1.44,0.76,,,
16,2.6,1.84,0.76,,,
17,5.1,4.32,0.78,,,
18,5.9,5.09,0.81,,,
19,5.1,4.27,0.83,,,
20,4.6,3.75,0.85,,,
21,3.4,2.55,0.85,,,
22,2.2,1.35,0.85,,,
23,1.7,0.86,0.84,,,
24,1.3,0.47,0.83,,,
25,1.2,0.39,0.81,,,
26,2.2,1.39,0.81,,,
27,2.1,1.3,0.8,,,
28,1.4,0.61,0.79,,,
29,1.4,0.62,0.78,,,
30,1.2,0.43,0.77,,,
31,1,0.24,0.76,,,
1,0.9,0.16,0.74,,,
2,0.9,0.17,0.73,,,
3,0.8,0.08,0.72,,,
4,0.7,0,0.7,,,
5,0.7,0.01,0.69,,,
6,0.6,0,0.6,,,
7,0.6,0.01,0.59,,,
8,0.6,0.02,0.58,,,
9,0.3,0,0.3,,,
10,0.3,0.01,0.29,,,
11,0.3,0.01,0.29,,,
12,0.2,0,0.2,,,
13,0.3,0.1,0.2,,,
14,0.3,0.11,0.19,,,
15,0.2,0.01,0.19,,,
16,0.2,0.01,0.19,,,
17,0.2,0.02,0.18,,,
18,0.2,0.02,0.18,,,
19,0.2,0.02,0.18,,,
20,0.1,0,0.1,,,
21,0.3,0.2,0.1,,,
22,0.2,0.1,0.1,,,
23,0.2,0.1,0.1,,,
24,0.1,0,0.1,,,
25,0.1,0.01,0.09,,,
26,0.1,0.01,0.09,,,
27,0.1,0.01,0.09,,,
28,0.1,0.01,0.09,,,
29,0.1,0.01,0.09,,,
30,0.1,0.01,0.09,,,
1,0.1,0.02,0.08,,,
2,0.1,0.02,0.08,,,
3,0.1,0.02,0.08,,,
4,0.1,0.02,0.08,,,
5,0.2,0.12,0.08,,,
6,0.2,0.12,0.08,,,
7,0.2,0.12,0.08,,,
8,0.2,0.12,0.08,,,
9,0.2,0.12,0.08,,,
10,0.2,0.12,0.08,,,
11,0.2,0.12,0.08,,,
12,0,0,0,,,
13,0.1,0.1,0,,,
14,0.1,0.1,0,,,
15,0.1,0.1,0,,,
16,0.2,0.2,0,,,
17,0.1,0.1,0,,,
18,0.1,0.09,0.01,,,
19,0.1,0.09,0.01,,,
20,0.1,0.09,0.01,,,
21,0.1,0.09,0.01,,,
22,0.1,0.09,0.01,,,
23,0.1,0.09,0.01,,,
24,0.1,0.09,0.01,,,
25,0.1,0.09,0.01,,,
26,0.1,0.09,0.01,,,
27,0.1,0.09,0.01,,,
28,0.1,0.09,0.01,,,
29,0.1,0.09,0.01,,,
30,0.1,0.09,0.01,,,
31,0.1,0.09,0.01,,,
1,3,2.96,0.04,,,
2,3,2.94,0.06,,,
3,2,1.92,0.08,,,
4,2,1.91,0.09,,,
5,2,1.89,0.11,,,
6,2,1.88,0.12,,,
7,3,2.85,0.15,,,
8,3,2.83,0.17,,,
9,2,1.82,0.18,,,
10,3,2.8,0.2,,,
11,3,2.78,0.22,,,
12,3,2.76,0.24,,,
13,3,2.74,0.26,,,
14,3,2.72,0.28,,,
15,3,2.7,0.3,,,
16,3,2.68,0.32,,,
17,3,2.67,0.33,,,
18,3,2.65,0.35,,,
19,3,2.63,0.37,,,
20,3,2.62,0.38,,,
21,3,2.6,0.4,,,
22,3,2.59,0.41,,,
23,380,376.29,3.71,,,
24,240,234.31,5.69,,,
25,84,77.74,6.26,,,
26,25,18.7,6.3,,,
27,12,5.78,6.22,,,
28,8,1.89,6.11,,,
29,22,15.87,6.13,,,
30,38,31.71,6.29,,,
1,200,192.15,7.85,,,
2,691.8,678.16,13.64,,,
3,308,292.07,15.93,,,
4,110,93.57,16.43,,,
5,84,67.3,16.7,,,
6,72,55.15,16.85,,,
7,76,58.97,17.03,,,
8,160,142.07,17.93,,,
9,87.4,69.22,18.18,,,
10,50,31.9,18.1,,,
11,38,20.09,17.91,,,
12,32,14.32,17.68,,,
13,32,14.55,17.45,,,
14,42,24.68,17.32,,,
15,128,110.06,17.94,,,
16,90,71.79,18.21,,,
17,60,41.78,18.22,,,
18,100,81.43,18.57,,,
19,104,85.06,18.94,,,
20,114,94.61,19.39,,,
21,118.5,98.63,19.87,,,
22,95,74.87,20.13,,,
23,476.6,452.9,23.7,,,
24,240,214.89,25.11,,,
25,128,102.49,25.51,,,
26,72,46.59,25.41,,,
27,358,330.2,27.8,,,
28,474,442.87,31.13,,,
29,358,324.64,33.36,,,
30,172.8,138.89,33.91,,,
31,138,103.86,34.14,,,
1,358,321.72,36.28,,,
2,400,361.27,38.73,,,
3,300,259.77,40.23,,,
4,320,278.13,41.87,,,
5,430,385.58,44.42,,,
6,349.7,303.51,46.19,,,
7,458,409.14,48.86,,,
8,220,170.62,49.38,,,
9,140,90.81,49.19,,,
10,135,86.04,48.96,,,
11,182,132.85,49.15,,,
12,112,63.28,48.72,,,
13,112.2,63.89,48.31,,,
14,112,64.1,47.9,,,
15,125,77.38,47.62,,,
16,600,548.51,51.49,,,
17,220,168.07,51.93,,,
18,144,92.3,51.7,,,
19,132,80.62,51.38,,,
20,119.3,68.35,50.95,,,
21,120,69.46,50.54,,,
22,132,81.75,50.25,,,
23,280,228.75,51.25,,,
24,144,92.96,51.04,,,
25,112,61.44,50.56,,,
26,98,48.03,49.97,,,
27,82.8,33.54,49.26,,,
28,68,19.55,48.45,,,
29,70,22.32,47.68,,,
30,58,11.18,46.82,,,
31,46,0.11,45.89,,,
1,95,49.6,45.4,,,
2,76,31.23,44.77,,,
3,91.1,46.81,44.29,,,
4,134,89.81,44.19,,,
5,128,83.96,44.04,,,
6,64,20.66,43.34,,,
7,64,21.34,42.66,,,
8,41,0,41,,,
9,70,29.56,40.44,,,
10,83.7,43.69,40.01,,,
11,64,24.57,39.43,,,
12,90,50.91,39.09,,,
13,70,31.42,38.58,,,
14,112,73.54,38.46,,,
15,140,101.42,38.58,,,
16,90,51.74,38.26,,,
17,72,34.21,37.79,,,
18,64,26.73,37.27,,,
19,32,0,32,,,
20,24,0,24,,,
21,25,1.47,23.53,,,
22,300,274.53,25.47,,,
23,180,153.69,26.31,,,
24,76,49.78,26.22,,,
25,92.8,66.52,26.28,,,
26,84,57.74,26.26,,,
27,60,33.96,26.04,,,
28,401.7,372.91,28.79,,,
29,240,209.95,30.05,,,
30,154,123.46,30.54,,,
1,90.8,60.34,30.46,,,
2,100,69.54,30.46,,,
3,84,53.68,30.32,,,
4,68,37.95,30.05,,,
5,62,32.27,29.73,,,
6,52,22.67,29.33,,,
7,48,19.09,28.91,,,
8,46,17.51,28.49,,,
9,41,12.97,28.03,,,
10,38,10.44,27.56,,,
11,32,4.94,27.06,,,
12,30,3.45,26.55,,,
13,28,1.97,26.03,,,
14,25,0,25,,,
15,25,0.5,24.5,,,
16,25,0.98,24.02,,,
17,25,1.44,23.56,,,
18,24,0.91,23.09,,,
19,22,0,22,,,
20,22,0.44,21.56,,,
21,20,0,20,,,
22,16.1,0,16.1,,,
23,14,0,14,,,
24,12,0,12,,,
25,12,0.24,11.76,,,
26,12,0.47,11.53,,,
27,12,0.69,11.31,,,
28,12,0.91,11.09,,,
29,11,0.13,10.87,,,
30,11,0.35,10.65,,,
31,18,7.49,10.51,,,
1,12,1.69,10.31,,,
2,11,0.89,10.11,,,
3,10,0.09,9.91,,,
4,9,0,9,,,
5,11.5,2.66,8.84,,,
6,8,0,8,,,
7,8,0.16,7.84,,,
8,7,0,7,,,
9,7,0.14,6.86,,,
10,7,0.27,6.73,,,
11,7,0.4,6.6,,,
12,8.8,2.32,6.48,,,
13,7,0.64,6.36,,,
14,7,0.76,6.24,,,
15,7,0.88,6.12,,,
16,7,0.99,6.01,,,
17,7,1.1,5.9,,,
18,6,0.22,5.78,,,
19,7.2,1.52,5.68,,,
20,6,0.43,5.57,,,
21,6,0.54,5.46,,,
22,6,0.64,5.36,,,
23,6,0.74,5.26,,,
24,6,0.84,5.16,,,
25,6,0.93,5.07,,,
26,6.2,1.22,4.98,,,
27,6,1.11,4.89,,,
28,5,0.21,4.79,,,
29,5,0.3,4.7,,,
30,5,0.39,4.61,,,
1,6,1.47,4.53,,,
2,6.2,1.75,4.45,,,
3,4.9,0.53,4.37,,,
4,6,1.7,4.3,,,
5,5.6,1.38,4.22,,,
6,5.4,1.25,4.15,,,
7,5.4,1.32,4.08,,,
8,5.3,1.29,4.01,,,
9,5.1,1.16,3.94,,,
10,5,1.13,3.87,,,
11,4.9,1.1,3.8,,,
12,4.7,0.97,3.73,,,
13,4.5,0.83,3.67,,,
14,4.5,0.9,3.6,,,
15,4.5,0.96,3.54,,,
16,4.5,1.03,3.47,,,
17,4.7,1.28,3.42,,,
18,4.2,0.84,3.36,,,
19,4.2,0.9,3.3,,,
20,4.2,0.96,3.24,,,
21,4.2,1.02,3.18,,,
22,5.4,2.26,3.14,,,
23,6.5,3.39,3.11,,,
24,6.5,3.43,3.07,,,
25,6.5,3.46,3.04,,,
26,6.3,3.29,3.01,,,
27,5.3,2.33,2.97,,,
28,5.3,2.37,2.93,,,
29,5.1,2.21,2.89,,,
30,4.9,2.05,2.85,,,
31,4.3,1.49,2.81,,,
1,4.9,2.13,2.77,,,
2,4.7,1.97,2.73,,,
3,4.7,2,2.7,,,
4,3.6,0.95,2.65,,,
5,3.5,0.89,2.61,,,
6,3.4,0.84,2.56,,,
7,3.6,1.08,2.52,,,
8,2.8,0.33,2.47,,,
9,2.7,0.28,2.42,,,
10,2.7,0.32,2.38,,,
11,3.5,1.16,2.34,,,
12,3.4,1.1,2.3,,,
13,13.6,11.24,2.36,,,
14,14.1,11.69,2.41,,,
15,8.4,5.98,2.42,,,
16,6.5,4.1,2.4,,,
17,6.3,3.91,2.39,,,
18,6,3.63,2.37,,,
19,5.1,2.75,2.35,,,
20,4.7,2.37,2.33,,,
21,4.4,2.1,2.3,,,
22,4.3,2.03,2.27,,,
23,2.9,0.67,2.23,,,
24,2.9,0.71,2.19,,,
25,2.9,0.75,2.15,,,
26,5.4,3.26,2.14,,,
27,9.2,7.04,2.16,,,
28,11.2,9.01,2.19,,,
29,8.2,6,2.2,,,
30,7.5,5.29,2.21,,,
31,6.9,4.7,2.2,,,
1,5.6,3.41,2.19,,,
2,5.4,3.23,2.17,,,
3,5.6,3.44,2.16,,,
4,7.3,5.14,2.16,,,
5,18,15.74,2.26,,,
6,16.2,13.87,2.33,,,
7,11.9,9.53,2.37,,,
8,9.2,6.82,2.38,,,
9,7.5,5.12,2.38,,,
10,6.5,4.13,2.37,,,
11,4.2,1.86,2.34,,,
12,5.7,3.38,2.32,,,
13,4.9,2.6,2.3,,,
14,5.1,2.82,2.28,,,
15,4.9,2.65,2.25,,,
16,4.7,2.47,2.23,,,
17,4.5,2.29,2.21,,,
18,2.6,0.43,2.17,,,
19,3.6,1.47,2.13,,,
20,3.3,1.2,2.1,,,
21,4.3,2.22,2.08,,,
22,3.8,1.75,2.05,,,
23,3.3,1.28,2.02,,,
24,2.1,0.12,1.98,,,
25,1.5,0,1.5,,,
26,1.3,0,1.3,,,
27,1.1,0,1.1,,,
28,2,0.91,1.09,,,
1,1.7,0.63,1.07,,,
2,2.3,1.24,1.06,,,
3,2.9,1.85,1.05,,,
4,2.9,1.85,1.05,,,
5,2.2,1.16,1.04,,,
6,2,0.97,1.03,,,
7,1.8,0.79,1.01,,,
8,1.3,0.3,1,,,
9,1,0.02,0.98,,,
10,1,0.04,0.96,,,
11,1.6,0.66,0.94,,,
12,1.4,0.47,0.93,,,
13,1.4,0.49,0.91,,,
14,1.4,0.5,0.9,,,
15,1,0.12,0.88,,,
16,1.4,0.53,0.87,,,
17,1.4,0.54,0.86,,,
18,2.2,1.35,0.85,,,
19,1.4,0.56,0.84,,,
20,0.8,0,0.8,,,
21,0.7,0,0.7,,,
22,0.7,0.01,0.69,,,
23,0.7,0.03,0.67,,,
24,0.7,0.04,0.66,,,
25,1,0.35,0.65,,,
26,0.8,0.16,0.64,,,
27,0.8,0.17,0.63,,,
28,0.7,0.09,0.61,,,
29,0.7,0.1,0.6,,,
30,0.5,0,0.5,,,
31,0.4,0,0.4,,,
1,0.6,0.21,0.39,,,
2,0.5,0.11,0.39,,,
3,0.5,0.12,0.38,,,
4,0.5,0.13,0.37,,,
5,0.5,0.13,0.37,,,
6,0.4,0.04,0.36,,,
7,0.3,0,0.3,,,
8,0.3,0.01,0.29,,,
9,0.2,0,0.2,,,
10,0.2,0,0.2,,,
11,0.2,0.01,0.19,,,
12,0.2,0.01,0.19,,,
13,0.2,0.02,0.18,,,
14,0.1,0,0.1,,,
15,0.2,0.1,0.1,,,
16,0.2,0.1,0.1,,,
17,0.1,0,0.1,,,
18,0.1,0.01,0.09,,,
19,0.2,0.11,0.09,,,
20,0.2,0.11,0.09,,,
21,0.1,0.01,0.09,,,
22,0.1,0.01,0.09,,,
23,0.2,0.11,0.09,,,
24,0.2,0.11,0.09,,,
25,0.2,0.11,0.09,,,
26,0.1,0.02,0.08,,,
27,0.1,0.02,0.08,,,
28,0.1,0.02,0.08,,,
29,0.1,0.02,0.08,,,
30,0.1,0.02,0.08,,,
1,0,0,0,,,
2,0,0,0,,,
3,0,0,0,,,
4,0,0,0,,,
5,0,0,0,,,
6,0,0,0,,,
7,0,0,0,,,
8,0,0,0,,,
9,0,0,0,,,
10,0,0,0,,,
11,0,0,0,,,
12,0,0,0,,,
13,0,0,0,,,
14,0,0,0,,,
15,0,0,0,,,
16,0,0,0,,,
17,0,0,0,,,
18,0,0,0,,,
19,0,0,0,,,
20,0,0,0,,,
21,0,0,0,,,
22,0,0,0,,,
23,0,0,0,,,
24,0,0,0,,,
25,0,0,0,,,
26,0,0,0,,,
27,0,0,0,,,
28,0,0,0,,,
29,0,0,0,,,
30,0,0,0,,,
31,0,0,0,,,
1,0,0,0,,,
2,0,0,0,,,
3,0,0,0,,,
4,0,0,0,,,
5,0,0,0,,,
6,0,0,0,,,
7,0,0,0,,,
8,0,0,0,,,
9,0,0,0,,,
10,0,0,0,,,
11,0,0,0,,,
12,0,0,0,,,
13,0,0,0,,,
14,0,0,0,,,
15,0.2,0.2,0,,,
16,0.1,0.1,0,,,
17,10.2,10.11,0.09,,,
18,5,4.87,0.13,,,
19,14.5,14.25,0.25,,,
20,5.5,5.2,0.3,,,
21,8,7.64,0.36,,,
22,2,1.64,0.36,,,
23,5,4.6,0.4,,,
24,8.7,8.24,0.46,,,
25,2,1.53,0.47,,,
26,29.5,28.79,0.71,,,
27,20,19.14,0.86,,,
28,25,23.94,1.06,,,
29,5.7,4.63,1.07,,,
30,2,0.94,1.06,,,
1,3.9,2.83,1.07,,,
2,0.6,0,0.6,,,
3,0.5,0,0.5,,,
4,0.3,0,0.3,,,
5,0.2,0,0.2,,,
6,0,0,0,,,
7,6,5.95,0.05,,,
8,0.7,0.64,0.06,,,
9,1,0.94,0.06,,,
10,3,2.91,0.09,,,
11,7.5,7.35,0.15,,,
12,82.1,81.24,0.86,,,
13,17.5,16.51,0.99,,,
14,10,8.95,1.05,,,
15,7.6,6.52,1.08,,,
16,18.5,17.29,1.21,,,
17,14.5,13.19,1.31,,,
18,15,13.6,1.4,,,
19,15.5,14.01,1.49,,,
20,88.6,86.38,2.22,,,
21,91.8,88.84,2.96,,,
22,20.3,17.25,3.05,,,
23,80.4,76.74,3.66,,,
24,150,145.14,4.86,,,
25,86,80.53,5.47,,,
26,59.6,53.77,5.83,,,
27,77,70.66,6.34,,,
28,53.5,46.88,6.62,,,
29,84.5,77.33,7.17,,,
30,81.2,73.53,7.67,,,
31,60.5,52.52,7.98,,,
1,223,213.31,9.69,,,
2,132,121.44,10.56,,,
3,264,251.44,12.56,,,
4,131,117.66,13.34,,,
5,75.9,62.28,13.62,,,
6,107,92.84,14.16,,,
7,130.1,115.21,14.89,,,
8,154,138.19,15.81,,,
9,514.5,494.67,19.83,,,
10,497.3,473.71,23.59,,,
11,235.1,210.14,24.96,,,
12,187,161.12,25.88,,,
13,399.2,370.59,28.61,,,
14,582.9,550.03,32.87,,,
15,293,258.52,34.48,,,
16,2120,2068.06,51.94,,,
17,437.2,382.93,54.27,,,
18,249.5,194.61,54.89,,,
19,219.4,164.17,55.23,,,
20,229.3,173.65,55.65,,,
21,490.1,431.77,58.33,,,
22,519,457.82,61.18,,,
23,618.6,553.78,64.82,,,
24,480,412.86,67.14,,,
25,330.6,262.5,68.1,,,
26,339.4,270.29,69.11,,,
27,348,277.83,70.17,,,
28,284.8,214.15,70.65,,,
29,310,238.67,71.33,,,
30,236.6,165.25,71.35,,,
31,327.9,255.73,72.17,,,
1,440,366.06,73.94,,,
2,244.7,170.74,73.96,,,
3,181.4,107.97,73.43,,,
4,146.9,74.29,72.61,,,
5,127,55.35,71.65,,,
6,130.9,60.16,70.74,,,
7,173.1,102.87,70.23,,,
8,272.7,202.1,70.6,,,
9,154.8,84.87,69.93,,,
10,116,47.06,68.94,,,
11,300,230.41,69.59,,,
12,285,214.92,70.08,,,
13,196.9,127.1,69.8,,,
14,126.1,57.2,68.9,,,
15,109,41.11,67.89,,,
16,109.2,42.3,66.9,,,
17,91.2,25.42,65.78,,,
18,91.2,26.5,64.7,,,
19,80,16.45,63.55,,,
20,57.7,0,57.7,,,
21,48.5,0,48.5,,,
22,53.3,5.72,47.58,,,
23,75.7,28.82,46.88,,,
24,70.1,23.95,46.15,,,
25,77.8,32.29,45.51,,,
26,68,23.19,44.81,,,
27,52.8,8.81,43.99,,,
28,58,14.76,43.24,,,
29,63.7,21.14,42.56,,,
30,59.5,17.64,41.86,,,
1,19.3,0,19.3,,,
2,21,2.07,18.93,,,
3,18.5,0,18.5,,,
4,15.4,0,15.4,,,
5,15.7,0.6,15.1,,,
6,14.7,0,14.7,,,
7,14.5,0.09,14.41,,,
8,14.5,0.38,14.12,,,
9,13.2,0,13.2,,,
10,13.5,0.56,12.94,,,
11,12.4,0,12.4,,,
12,13,0.84,12.16,,,
13,12,0.08,11.92,,,
14,12.3,0.62,11.68,,,
15,11.8,0.35,11.45,,,
16,11.7,0.47,11.23,,,
17,10.5,0,10.5,,,
18,10.8,0.51,10.29,,,
19,11.7,1.6,10.1,,,
20,11.3,1.39,9.91,,,
21,11.9,2.17,9.73,,,
22,14.3,4.72,9.58,,,
23,22.6,13.1,9.5,,,
24,30.6,21.1,9.5,,,
25,20.9,11.49,9.41,,,
26,15.9,6.62,9.28,,,
27,13,3.87,9.13,,,
28,13,4.02,8.98,,,
29,12.8,3.96,8.84,,,
30,12.7,4.01,8.69,,,
31,13,4.44,8.56,,,
1,10.5,2.09,8.41,,,
2,11.1,2.84,8.26,,,
3,9.1,0.99,8.11,,,
4,8.6,0.65,7.95,,,
5,8.5,0.7,7.8,,,
6,7.9,0.26,7.64,,,
7,7.8,0.31,7.49,,,
8,7,0,7,,,
9,6.4,0,6.4,,,
10,7.6,1.32,6.28,,,
11,8.4,2.22,6.18,,,
12,8.8,2.72,6.08,,,
13,8.6,2.62,5.98,,,
14,8,2.12,5.88,,,
15,7.5,1.72,5.78,,,
16,7.5,1.82,5.68,,,
17,6.3,0.73,5.57,,,
18,6,0.54,5.46,,,
19,6,0.64,5.36,,,
20,6,0.74,5.26,,,
21,6,0.84,5.16,,,
22,5.5,0.44,5.06,,,
23,5.5,0.54,4.96,,,
24,5.5,0.63,4.87,,,
25,5,0.22,4.78,,,
26,5,0.32,4.68,,,
27,5.5,0.9,4.6,,,
28,5,0.49,4.51,,,
29,5,0.58,4.42,,,
30,5,0.66,4.34,,,
1,5.4,1.14,4.26,,,
2,5.2,1.01,4.19,,,
3,5.2,1.09,4.11,,,
4,5.1,1.06,4.04,,,
5,5.2,1.23,3.97,,,
6,5,1.1,3.9,,,
7,5,1.17,3.83,,,
8,4,0.24,3.76,,,
9,5,1.3,3.7,,,
10,5,1.37,3.63,,,
11,4.7,1.13,3.57,,,
12,4.7,1.19,3.51,,,
13,4.6,1.15,3.45,,,
14,4.6,1.21,3.39,,,
15,4.6,1.27,3.33,,,
16,4.4,1.12,3.28,,,
17,4.4,1.18,3.22,,,
18,4.2,1.03,3.17,,,
19,4.3,1.19,3.11,,,
20,4.1,1.04,3.06,,,
21,4.2,1.19,3.01,,,
22,4.2,1.24,2.96,,,
23,4.1,1.19,2.91,,,
24,4,1.14,2.86,,,
25,4,1.18,2.82,,,
26,4,1.23,2.77,,,
27,3.7,0.98,2.72,,,
28,3.6,0.92,2.68,,,
29,3.8,1.17,2.63,,,
30,3.4,0.81,2.59,,,
31,3.6,1.05,2.55,,,
1,3.4,0.9,2.5,,,
2,3.3,0.84,2.46,,,
3,3.2,0.78,2.42,,,
4,3.1,0.72,2.38,,,
5,3.3,0.96,2.34,,,
6,1.5,0,1.5,,,
7,2.9,1.42,1.48,,,
8,1.7,0.25,1.45,,,
9,2.7,1.26,1.44,,,
10,2.6,1.18,1.42,,,
11,2.5,1.1,1.4,,,
12,2.6,1.22,1.38,,,
13,2.4,1.04,1.36,,,
14,2.6,1.25,1.35,,,
15,1.6,0.28,1.32,,,
16,2.6,1.29,1.31,,,
17,2.5,1.21,1.29,,,
18,2.4,1.12,1.28,,,
19,2.4,1.14,1.26,,,
20,2.4,1.15,1.25,,,
21,2.4,1.17,1.23,,,
22,1.5,0.29,1.21,,,
23,2.2,1.01,1.19,,,
24,2.2,1.02,1.18,,,
25,2.2,1.04,1.16,,,
26,2,0.85,1.15,,,
27,2,0.87,1.13,,,
28,1.9,0.78,1.12,,,
29,1.6,0.5,1.1,,,
30,1.9,0.82,1.08,,,
31,1.9,0.83,1.07,,,
1,1.9,0.84,1.06,,,
2,1.8,0.76,1.04,,,
3,1.8,0.77,1.03,,,
4,1.6,0.59,1.01,,,
5,1.3,0.31,0.99,,,
6,1.4,0.42,0.98,,,
7,1.4,0.44,0.96,,,
8,1.4,0.45,0.95,,,
9,1.4,0.47,0.93,,,
10,1.4,0.48,0.92,,,
11,1.4,0.5,0.9,,,
12,1.4,0.51,0.89,,,
13,1.6,0.72,0.88,,,
14,2.8,1.92,0.88,,,
15,56,54.66,1.34,,,
16,33,31.41,1.59,,,
17,1.6,0.04,1.56,,,
18,102,99.6,2.4,,,
19,7.4,5,2.4,,,
20,5.6,3.22,2.38,,,
21,4.3,1.95,2.35,,,
22,3.3,0.99,2.31,,,
23,2.8,0.53,2.27,,,
24,2.3,0.08,2.22,,,
25,1.9,0,1.9,,,
26,1.5,0,1.5,,,
27,2.2,0.72,1.48,,,
28,1.6,0.15,1.45,,,
1,1.6,0.18,1.42,,,
2,1.4,0.01,1.39,,,
3,1.2,0,1.2,,,
4,1.2,0.02,1.18,,,
5,1.1,0,1.1,,,
6,1.2,0.12,1.08,,,
7,1.1,0.04,1.06,,,
8,0.9,0,0.9,,,
9,0.8,0,0.8,,,
10,0.9,0.11,0.79,,,
11,0.8,0.03,0.77,,,
12,0.5,0,0.5,,,
13,0.5,0.01,0.49,,,
14,0.7,0.22,0.48,,,
15,0.7,0.23,0.47,,,
16,0.6,0.13,0.47,,,
17,0.5,0.04,0.46,,,
18,0.5,0.05,0.45,,,
19,0.4,0,0.4,,,
20,0.4,0.01,0.39,,,
21,0.4,0.02,0.38,,,
22,0.4,0.02,0.38,,,
23,0.4,0.03,0.37,,,
24,0.3,0,0.3,,,
25,0.3,0.01,0.29,,,
26,0.2,0,0.2,,,
27,0.3,0.1,0.2,,,
28,0.4,0.21,0.19,,,
29,0.4,0.21,0.19,,,
30,0.2,0.01,0.19,,,
31,0.2,0.01,0.19,,,
1,0.2,0.02,0.18,,,
2,0.1,0,0.1,,,
3,0.2,0.1,0.1,,,
4,0.4,0.3,0.1,,,
5,0.2,0.1,0.1,,,
6,0.1,0,0.1,,,
7,0.1,0.01,0.09,,,
8,0.2,0.11,0.09,,,
9,0.1,0.01,0.09,,,
10,0.1,0.01,0.09,,,
11,0.1,0.01,0.09,,,
12,0.1,0.01,0.09,,,
13,0.1,0.01,0.09,,,
14,0.1,0.02,0.08,,,
15,0.1,0.02,0.08,,,
16,0.1,0.02,0.08,,,
17,0.1,0.02,0.08,,,
18,0.1,0.02,0.08,,,
19,0.1,0.02,0.08,,,
20,0.2,0.12,0.08,,,
21,0.1,0.03,0.07,,,
22,0.1,0.03,0.07,,,
23,0.1,0.03,0.07,,,
24,0.1,0.03,0.07,,,
25,0.1,0.03,0.07,,,
26,0.1,0.03,0.07,,,
27,0.1,0.03,0.07,,,
28,0.1,0.03,0.07,,,
29,0.1,0.03,0.07,,,
30,0.1,0.04,0.06,,,
1,0.1,0.04,0.06,,,
2,0.1,0.04,0.06,,,
