           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,,Base Flow Index (BFI): 0.304
29,6.5,4.85,1.65,,,
30,5.5,3.82,1.68,,,
31,4.5,2.81,1.69,,,
1,4.07,2.37,1.7,,,
2,3.9,2.2,1.7,,,
3,3.8,2.1,1.7,,,
4,3.76,2.07,1.7,,,
5,3.37,1.68,1.69,,,
6,3.39,1.7,1.68,,,
7,3.39,1.71,1.68,,,
8,3.4,1.73,1.67,,,
9,3.13,1.47,1.66,,,
10,2.85,1.21,1.65,,,
11,2.96,1.33,1.63,,,
12,3.01,1.39,1.62,,,
13,3.09,1.47,1.61,,,
14,3,1.4,1.6,,,
15,2.86,1.27,1.59,,,
16,2.85,1.27,1.58,,,
17,2.8,1.23,1.57,,,
18,2.06,0.51,1.55,,,
19,2.14,0.62,1.52,,,
20,2.16,0.66,1.5,,,
21,2.2,0.71,1.49,,,
22,2.38,0.91,1.47,,,
23,2.32,0.87,1.45,,,
24,2.3,0.86,1.44,,,
25,2.2,0.78,1.42,,,
26,2.1,0.69,1.41,,,
27,2.01,0.62,1.39,,,
28,2,0.63,1.37,,,
29,1.95,0.6,1.35,,,
30,1.95,0.62,1.33,,,
31,1.84,0.53,1.32,,,
1,1.9,0.6,1.3,,,
2,1.94,0.66,1.28,,,
3,2.02,0.76,1.27,,,
4,1.95,0.69,1.26,,,
5,1.89,0.65,1.24,,,
6,1.99,0.76,1.23,,,
7,1.85,0.64,1.21,,,
8,1.96,0.76,1.2,,,
9,1.92,0.73,1.19,,,
10,1.92,0.74,1.18,,,
11,1.94,0.77,1.17,,,
12,1.94,0.79,1.15,,,
13,2.39,1.24,1.15,,,
14,2.39,1.24,1.15,,,
15,3.1,1.94,1.16,,,
16,3.04,1.88,1.16,,,
17,3.05,1.88,1.17,,,
18,2.94,1.77,1.17,,,
19,2.94,1.77,1.18,,,
20,2.93,1.75,1.18,,,
21,3.1,1.91,1.19,,,
22,2.38,1.2,1.18,,,
23,2.38,1.21,1.18,,,
24,2.39,1.22,1.18,,,
25,2.38,1.21,1.17,,,
26,2.06,0.89,1.16,,,
27,2.04,0.88,1.15,,,
28,1.99,0.85,1.14,,,
1,2.32,1.18,1.14,,,
2,2.17,1.04,1.13,,,
3,1.98,0.85,1.12,,,
4,1.95,0.84,1.11,,,
5,1.74,0.64,1.1,,,
6,1.78,0.69,1.09,,,
7,1.76,0.68,1.08,,,
8,1.74,0.67,1.07,,,
9,1.74,0.69,1.06,,,
10,1.64,0.6,1.05,,,
11,1.65,0.61,1.04,,,
12,1.66,0.64,1.03,,,
13,1.65,0.64,1.01,,,
14,1.69,0.69,1.01,,,
15,1.7,0.7,1,,,
16,1.71,0.72,0.99,,,
17,1.63,0.65,0.98,,,
18,1.63,0.66,0.97,,,
19,1.64,0.68,0.96,,,
20,1.87,0.91,0.96,,,
21,1.83,0.87,0.95,,,
22,1.8,0.85,0.95,,,
23,1.98,1.03,0.94,,,
24,1.86,0.92,0.94,,,
25,1.88,0.95,0.93,,,
26,1.89,0.96,0.93,,,
27,1.96,1.03,0.93,,,
28,1.95,1.02,0.93,,,
29,1.3,0.39,0.91,,,
30,1.28,0.38,0.9,,,
31,1.81,0.91,0.9,,,
1,1,0.12,0.88,,,
2,1.92,1.03,0.88,,,
3,1.78,0.9,0.88,,,
4,1.95,1.07,0.88,,,
5,1.91,1.03,0.88,,,
6,1.86,0.98,0.87,,,
7,1.8,0.93,0.87,,,
8,1.7,0.83,0.87,,,
9,1.48,0.62,0.86,,,
10,1.83,0.97,0.86,,,
11,1.7,0.85,0.85,,,
12,1.66,0.81,0.85,,,
13,1.65,0.8,0.85,,,
14,1.61,0.77,0.84,,,
15,1.6,0.76,0.84,,,
16,1.5,0.67,0.83,,,
17,1.48,0.66,0.82,,,
18,2.62,1.78,0.84,,,
19,1.59,0.76,0.83,,,
20,1.53,0.7,0.83,,,
21,1.23,0.41,0.82,,,
22,1.24,0.43,0.81,,,
23,1.25,0.45,0.8,,,
24,1.39,0.6,0.79,,,
25,1.34,0.56,0.78,,,
26,1.29,0.52,0.78,,,
27,1.25,0.48,0.77,,,
28,1.23,0.47,0.76,,,
29,1.22,0.47,0.75,,,
30,1.2,0.45,0.75,,,
1,1.32,0.58,0.74,,,
2,1.42,0.69,0.74,,,
3,1.21,0.48,0.73,,,
4,1.24,0.52,0.72,,,
5,1.23,0.51,0.72,,,
6,1.23,0.52,0.71,,,
7,1.22,0.51,0.7,,,
8,1.2,0.51,0.7,,,
9,1.2,0.51,0.69,,,
10,1.11,0.42,0.68,,,
11,1.18,0.5,0.68,,,
12,1.2,0.53,0.67,,,
13,1.21,0.54,0.67,,,
14,1.24,0.57,0.66,,,
15,1.69,1.02,0.67,,,
16,1.63,0.96,0.67,,,
17,1.75,1.08,0.67,,,
18,1.71,1.04,0.68,,,
19,1.71,1.03,0.68,,,
20,1.7,1.02,0.68,,,
21,1.46,0.78,0.68,,,
22,1.41,0.73,0.68,,,
23,1.42,0.75,0.68,,,
24,1.4,0.73,0.67,,,
25,1.51,0.84,0.67,,,
26,1.48,0.8,0.67,,,
27,1.6,0.93,0.67,,,
28,1.67,0.99,0.68,,,
29,1.62,0.94,0.68,,,
30,1.58,0.9,0.68,,,
31,1.58,0.9,0.68,,,
1,27.33,26.25,1.08,,,
2,50.63,48.79,1.84,,,
3,5.87,4,1.86,,,
4,6.93,5.03,1.91,,,
5,6.7,4.76,1.94,,,
6,4.2,2.26,1.94,,,
7,1.5,0,1.5,,,
8,1.5,0.03,1.47,,,
9,1.5,0.06,1.44,,,
10,1.5,0.09,1.41,,,
11,1.08,0,1.08,,,
12,27.17,25.7,1.47,,,
13,18.8,17.09,1.71,,,
14,12.2,10.36,1.84,,,
15,7.23,5.34,1.89,,,
16,4.64,2.75,1.9,,,
17,13.64,11.6,2.04,,,
18,32.49,30.01,2.48,,,
19,98.12,94.2,3.92,,,
20,97.53,92.22,5.31,,,
21,152.3,144.8,7.5,,,
22,105.3,96.42,8.88,,,
23,51.73,42.35,9.38,,,
24,21.09,11.72,9.37,,,
25,25.73,16.28,9.45,,,
26,87.07,76.6,10.47,,,
27,82.23,70.84,11.39,,,
28,343.2,326.85,16.35,,,
29,326.8,305.92,20.88,,,
30,100.3,78.59,21.71,,,
1,409.7,382.36,27.34,,,
2,431,397.89,33.11,,,
3,238.9,203.22,35.68,,,
4,110.9,74.75,36.15,,,
5,60.4,24.58,35.82,,,
6,41.81,6.6,35.21,,,
7,33.77,0,33.77,,,
8,39.24,6.05,33.19,,,
9,27.64,0,27.64,,,
10,21.68,0,21.68,,,
11,20.22,0,20.22,,,
12,19.3,0,19.3,,,
13,27.94,8.88,19.06,,,
14,59.95,40.63,19.32,,,
15,41.18,21.9,19.28,,,
16,268.8,246,22.8,,,
17,118.8,94.95,23.85,,,
18,63.58,39.58,24,,,
19,57.31,33.26,24.05,,,
20,196.1,169.83,26.27,,,
21,215.5,186.79,28.71,,,
22,130.2,100.47,29.73,,,
23,386.9,352.18,34.72,,,
24,614.2,571.11,43.09,,,
25,306.6,260.24,46.36,,,
26,173.4,125.96,47.44,,,
27,146.5,98.45,48.05,,,
28,107,58.98,48.02,,,
29,78.78,31.22,47.56,,,
30,67.77,20.83,46.94,,,
31,66.14,19.82,46.32,,,
1,123.6,76.99,46.61,,,
2,113.6,66.86,46.74,,,
3,73,26.77,46.23,,,
4,65.13,19.51,45.62,,,
5,58.13,13.22,44.91,,,
6,116.7,71.55,45.15,,,
7,102.3,57.15,45.15,,,
8,194,147.41,46.59,,,
9,92.33,45.94,46.39,,,
10,72.63,26.74,45.89,,,
11,76.25,30.79,45.46,,,
12,76.21,31.17,45.04,,,
13,194.3,147.81,46.49,,,
14,272.4,223.3,49.1,,,
15,130.9,81.49,49.41,,,
16,218.4,167.32,51.08,,,
17,319.9,265.62,54.28,,,
18,366.4,308.31,58.09,,,
19,232.2,172.54,59.66,,,
20,309.2,246.81,62.39,,,
21,276.8,212.29,64.51,,,
22,254.5,188.29,66.21,,,
23,376.1,306.35,69.75,,,
24,210.9,140.32,70.58,,,
25,123.9,53.88,70.02,,,
26,96.71,27.65,69.06,,,
27,79.71,11.84,67.87,,,
28,83.29,16.52,66.77,,,
29,267.1,198.51,68.59,,,
30,1012,930.02,81.98,,,
31,507,419.99,87.01,,,
1,31.03,0,31.03,,,
2,277.9,243.62,34.28,,,
3,184.2,148.26,35.94,,,
4,170.3,132.96,37.34,,,
5,2300,2228.04,71.96,,,
6,555.6,477.5,78.1,,,
7,342,261.31,80.69,,,
8,321.8,238.93,82.87,,,
9,219.1,135.74,83.36,,,
10,186.7,103.36,83.34,,,
11,159,76.12,82.88,,,
12,137.3,55.2,82.1,,,
13,121,39.91,81.09,,,
14,155.4,74.75,80.65,,,
15,704,615.19,88.81,,,
16,311.3,220.77,90.53,,,
17,198.1,107.67,90.43,,,
18,155.1,65.44,89.66,,,
19,160.7,71.69,89.01,,,
20,186.1,97.33,88.77,,,
21,445.8,353.2,92.6,,,
22,420.1,324.2,95.9,,,
23,263.5,166.87,96.63,,,
24,263.9,166.56,97.34,,,
25,315,216.17,98.83,,,
26,326.8,226.36,100.44,,,
27,289.1,187.69,101.41,,,
28,279.4,177.2,102.2,,,
29,154.2,53.2,101,,,
30,107,7.9,99.1,,,
1,116.1,18.68,97.42,,,
2,99.87,4.33,95.54,,,
3,90.07,0,90.07,,,
4,82.05,0,82.05,,,
5,73.76,0,73.76,,,
6,69.36,0,69.36,,,
7,82.65,14.45,68.2,,,
8,87.43,20.27,67.16,,,
9,63.95,0,63.95,,,
10,109.1,45.7,63.4,,,
11,251,185.92,65.08,,,
12,81.65,17.59,64.06,,,
13,60.9,0,60.9,,,
14,55.09,0,55.09,,,
15,52.66,0,52.66,,,
16,44.46,0,44.46,,,
17,43.75,0.18,43.57,,,
18,41.31,0,41.31,,,
19,39.1,0,39.1,,,
20,38.11,0,38.11,,,
21,36.84,0,36.84,,,
22,35.69,0,35.69,,,
23,35.5,0.52,34.98,,,
24,34.44,0.15,34.29,,,
25,33.25,0,33.25,,,
26,31.4,0,31.4,,,
27,29.53,0,29.53,,,
28,28.45,0,28.45,,,
29,27.93,0.05,27.88,,,
30,27.13,0,27.13,,,
31,25.75,0,25.75,,,
1,16.14,0,16.14,,,
2,16,0.18,15.82,,,
3,15.58,0.08,15.5,,,
4,15.58,0.38,15.2,,,
5,15.15,0.25,14.9,,,
6,14.73,0.13,14.6,,,
7,14.73,0.41,14.32,,,
8,14.73,0.69,14.04,,,
9,14.73,0.95,13.78,,,
10,13.92,0.41,13.51,,,
11,12.78,0,12.78,,,
12,12.4,0,12.4,,,
13,12.02,0,12.02,,,
14,11.26,0,11.26,,,
15,11.13,0.09,11.04,,,
16,10.88,0.06,10.82,,,
17,10.75,0.15,10.6,,,
18,10.5,0.11,10.39,,,
19,10.5,0.31,10.19,,,
20,9.91,0,9.91,,,
21,9.32,0,9.32,,,
22,9.32,0.18,9.14,,,
23,9.22,0.26,8.96,,,
24,8.73,0,8.73,,,
25,8.73,0.17,8.56,,,
26,8.73,0.34,8.39,,,
27,8.14,0,8.14,,,
28,8.14,0.16,7.98,,,
29,9.03,1.19,7.84,,,
30,9.03,1.33,7.7,,,
1,8.73,1.16,7.57,,,
2,8.73,1.29,7.44,,,
3,8.73,1.42,7.31,,,
4,8.44,1.26,7.18,,,
5,8.44,1.38,7.06,,,
6,8.14,1.2,6.94,,,
7,8.14,1.32,6.82,,,
8,8.14,1.43,6.71,,,
9,7.85,1.26,6.59,,,
10,9.03,2.53,6.5,,,
11,11.64,5.19,6.45,,,
12,10.01,3.63,6.38,,,
13,9.32,3.02,6.3,,,
14,9.03,2.81,6.22,,,
15,8.73,2.59,6.14,,,
16,8.73,2.67,6.06,,,
17,8.44,2.46,5.98,,,
18,8.14,2.25,5.89,,,
19,8.14,2.33,5.81,,,
20,8.14,2.41,5.73,,,
21,7.55,1.9,5.65,,,
22,7.55,1.98,5.57,,,
23,7.55,2.06,5.49,,,
24,7.55,2.14,5.41,,,
25,7.34,2,5.34,,,
26,7.34,2.08,5.26,,,
27,7.13,1.94,5.19,,,
28,7.13,2.01,5.12,,,
29,7.13,2.08,5.05,,,
30,6.92,1.94,4.98,,,
31,6.85,1.94,4.91,,,
1,6.78,1.94,4.84,,,
2,6.71,1.93,4.78,,,
3,6.71,2,4.71,,,
4,6.71,2.06,4.65,,,
5,6.71,2.12,4.59,,,
6,6.5,1.97,4.53,,,
7,6.5,2.03,4.47,,,
8,6.5,2.08,4.42,,,
9,6.5,2.14,4.36,,,
10,6.5,2.19,4.31,,,
11,6.5,2.24,4.26,,,
12,6.5,2.29,4.21,,,
13,6.29,2.13,4.16,,,
14,6.29,2.18,4.11,,,
15,6.29,2.23,4.06,,,
16,6.29,2.27,4.02,,,
17,6.29,2.32,3.97,,,
18,6.08,2.15,3.93,,,
19,6.08,2.19,3.89,,,
20,6.08,2.24,3.84,,,
21,6.08,2.28,3.8,,,
22,5.87,2.11,3.76,,,
23,5.87,2.15,3.72,,,
24,5.87,2.19,3.68,,,
25,5.87,2.23,3.64,,,
26,5.66,2.06,3.6,,,
27,5.66,2.1,3.56,,,
28,5.66,2.14,3.52,,,
29,5.45,1.96,3.49,,,
30,5.45,2,3.45,,,
31,5.3,1.89,3.41,,,
1,5.3,1.93,3.37,,,
2,5.3,1.97,3.33,,,
3,5.3,2,3.3,,,
4,5.3,2.03,3.27,,,
5,5.14,1.91,3.23,,,
6,5.14,1.94,3.2,,,
7,5.14,1.98,3.16,,,
8,5.14,2.01,3.13,,,
9,4.99,1.88,3.1,,,
10,4.99,1.92,3.07,,,
11,4.52,1.49,3.03,,,
12,4.52,1.53,2.99,,,
13,4.37,1.41,2.96,,,
14,4.37,1.44,2.92,,,
15,4.21,1.33,2.88,,,
16,4.21,1.36,2.85,,,
17,3.68,0.88,2.8,,,
18,3.68,0.92,2.76,,,
19,3.46,0.74,2.72,,,
20,3.46,0.78,2.68,,,
21,3.46,0.82,2.64,,,
22,3.24,0.65,2.59,,,
23,3.24,0.69,2.55,,,
24,3.24,0.73,2.51,,,
25,3.13,0.66,2.47,,,
26,3.13,0.69,2.44,,,
27,3.42,1.02,2.4,,,
28,3.9,1.52,2.38,,,
1,3.9,1.54,2.36,,,
2,3.9,1.57,2.33,,,
3,3.68,1.37,2.31,,,
4,3.35,1.07,2.28,,,
5,7.41,5.09,2.32,,,
6,7.55,5.2,2.35,,,
7,6.43,4.06,2.37,,,
8,5.04,2.67,2.36,,,
9,4.24,1.89,2.35,,,
10,3.02,0.71,2.31,,,
11,3.02,0.74,2.28,,,
12,2.91,0.67,2.24,,,
13,2.91,0.7,2.21,,,
14,2.74,0.57,2.17,,,
15,2.66,0.52,2.14,,,
16,3.9,1.78,2.12,,,
17,3.68,1.57,2.11,,,
18,3.02,0.94,2.08,,,
19,2.66,0.61,2.05,,,
20,2.59,0.58,2.01,,,
21,2.59,0.61,1.98,,,
22,2.52,0.57,1.95,,,
23,2.45,0.53,1.92,,,
24,2.43,0.53,1.89,,,
25,2.38,0.52,1.86,,,
26,2.31,0.48,1.83,,,
27,2.31,0.51,1.8,,,
28,2.24,0.46,1.78,,,
29,2.19,0.45,1.75,,,
30,2.17,0.45,1.72,,,
31,2.17,0.48,1.69,,,
1,2.1,0.43,1.67,,,
2,2.1,0.46,1.64,,,
3,2.1,0.49,1.61,,,
4,2.1,0.51,1.59,,,
5,2.1,0.53,1.57,,,
6,2.1,0.56,1.54,,,
7,2.38,0.85,1.53,,,
8,2.38,0.87,1.51,,,
9,2.24,0.75,1.49,,,
10,2.21,0.74,1.47,,,
11,2.21,0.75,1.46,,,
12,2.21,0.77,1.44,,,
13,2.21,0.79,1.42,,,
14,2.03,0.63,1.4,,,
15,2.03,0.64,1.39,,,
16,2.03,0.66,1.37,,,
17,2.03,0.68,1.35,,,
18,1.96,0.62,1.34,,,
19,1.96,0.64,1.32,,,
20,1.89,0.59,1.3,,,
21,1.89,0.6,1.29,,,
22,1.89,0.62,1.27,,,
23,1.82,0.57,1.25,,,
24,1.82,0.58,1.24,,,
25,1.68,0.46,1.22,,,
26,1.68,0.48,1.2,,,
27,1.68,0.49,1.19,,,
28,1.61,0.44,1.17,,,
29,1.61,0.46,1.15,,,
30,1.61,0.47,1.14,,,
1,1.54,0.42,1.12,,,
2,1.54,0.43,1.11,,,
3,1.54,0.45,1.09,,,
4,1.54,0.46,1.08,,,
5,1.54,0.48,1.06,,,
6,1.54,0.49,1.05,,,
7,1.54,0.5,1.04,,,
8,1.54,0.52,1.02,,,
9,1.54,0.53,1.01,,,
10,1.54,0.54,1,,,
11,1.47,0.48,0.99,,,
12,1.47,0.49,0.98,,,
13,1.47,0.51,0.96,,,
14,1.47,0.52,0.95,,,
15,1.47,0.53,0.94,,,
16,1.47,0.54,0.93,,,
17,1.4,0.48,0.92,,,
18,1.4,0.49,0.91,,,
19,1.4,0.5,0.9,,,
20,1.36,0.47,0.89,,,
21,1.36,0.48,0.88,,,
22,1.36,0.49,0.87,,,
23,1.4,0.54,0.86,,,
24,1.4,0.55,0.85,,,
25,1.4,0.56,0.84,,,
26,1.36,0.52,0.84,,,
27,1.36,0.53,0.83,,,
28,1.36,0.54,0.82,,,
29,1.36,0.55,0.81,,,
30,1.36,0.56,0.8,,,
31,1.36,0.56,0.8,,,
1,1.25,0.46,0.79,,,
2,1.25,0.47,0.78,,,
3,1.25,0.48,0.77,,,
4,1.25,0.49,0.76,,,
5,1.25,0.49,0.76,,,
6,1.25,0.5,0.75,,,
7,1.25,0.51,0.74,,,
8,5.68,4.87,0.81,,,
9,10.28,9.34,0.94,,,
10,7.52,6.5,1.02,,,
11,18.56,17.28,1.28,,,
12,21.17,19.61,1.56,,,
13,18.25,16.46,1.79,,,
14,25.14,23.02,2.12,,,
15,21.16,18.78,2.38,,,
16,13.35,10.85,2.5,,,
17,12.48,9.87,2.61,,,
18,11.01,8.32,2.69,,,
19,72.65,68.92,3.73,,,
20,51.98,47.57,4.41,,,
21,26.35,21.68,4.67,,,
22,19.17,14.37,4.8,,,
23,9.94,5.15,4.79,,,
24,6.49,1.77,4.72,,,
25,3.05,0,3.05,,,
26,1.99,0,1.99,,,
27,1.74,0,1.74,,,
28,1.56,0,1.56,,,
29,1.34,0,1.34,,,
30,1.59,0.27,1.32,,,
1,1.36,0.06,1.3,,,
2,1.23,0,1.23,,,
3,1.11,0,1.11,,,
4,1.08,0,1.08,,,
5,1.1,0.04,1.06,,,
6,1.07,0.03,1.04,,,
7,1.06,0.04,1.02,,,
8,1.06,0.06,1,,,
9,5.55,4.5,1.05,,,
10,1.51,0.47,1.04,,,
11,1.12,0.1,1.02,,,
12,1.08,0.08,1,,,
13,11.61,10.47,1.14,,,
14,27.96,26.42,1.54,,,
15,28.21,26.28,1.93,,,
16,13.25,11.18,2.07,,,
17,4.93,2.86,2.07,,,
18,9.63,7.48,2.15,,,
19,40.06,37.36,2.7,,,
20,26.41,23.39,3.02,,,
21,21.31,18.07,3.24,,,
22,28.99,25.41,3.58,,,
23,15.47,11.77,3.7,,,
24,11.39,7.65,3.74,,,
25,17.64,13.75,3.89,,,
26,17.54,13.52,4.02,,,
27,14.74,10.63,4.11,,,
28,13.35,9.17,4.18,,,
29,31.09,26.58,4.51,,,
30,565,551.82,13.18,,,
31,201.9,186.03,15.87,,,
1,78.39,61.85,16.54,,,
2,48.81,32.09,16.72,,,
3,96.72,79.08,17.64,,,
4,90.13,71.71,18.42,,,
5,50.41,31.85,18.56,,,
6,61.71,42.84,18.87,,,
7,27.71,9.07,18.64,,,
8,208.5,187.26,21.24,,,
9,91.53,69.61,21.92,,,
10,43.6,21.78,21.82,,,
11,37.76,16.12,21.64,,,
12,33.34,11.94,21.4,,,
13,30.84,9.71,21.13,,,
14,29.96,9.11,20.85,,,
15,33.01,12.38,20.63,,,
16,76.61,55.51,21.1,,,
17,281.8,257.05,24.75,,,
18,256.2,228.32,27.88,,,
19,1046,1002.76,43.24,,,
20,374.8,327.23,47.57,,,
21,156.7,108.36,48.34,,,
22,115.7,67.26,48.44,,,
23,153.8,104.66,49.14,,,
24,659.7,601.99,57.71,,,
25,295,234.72,60.28,,,
26,226.1,164.41,61.69,,,
27,159.6,97.6,62,,,
28,148,85.88,62.12,,,
29,120,58.19,61.81,,,
30,193.9,131.25,62.65,,,
31,112.6,50.4,62.2,,,
1,89.26,27.86,61.4,,,
2,72.29,11.93,60.36,,,
3,64.5,5.26,59.24,,,
4,57.63,0,57.63,,,
5,50.86,0,50.86,,,
6,45.17,0,45.17,,,
7,41.79,0,41.79,,,
8,39.69,0,39.69,,,
9,37.16,0,37.16,,,
10,34.63,0,34.63,,,
11,32.62,0,32.62,,,
12,30.63,0,30.63,,,
13,29.11,0,29.11,,,
14,27.7,0,27.7,,,
15,24.83,0,24.83,,,
16,23.41,0,23.41,,,
17,21.98,0,21.98,,,
18,21.2,0,21.2,,,
19,20.61,0,20.61,,,
20,19.9,0,19.9,,,
21,18.52,0,18.52,,,
22,17.02,0,17.02,,,
23,15.66,0,15.66,,,
24,14.88,0,14.88,,,
25,13.98,0,13.98,,,
26,13.36,0,13.36,,,
27,12.27,0,12.27,,,
28,11.18,0,11.18,,,
29,10.45,0,10.45,,,
30,3.7,0,3.7,,,
1,7.96,4.27,3.69,,,
2,7.02,3.35,3.67,,,
3,8.04,4.37,3.67,,,
4,10.03,6.33,3.7,,,
5,9.2,5.49,3.71,,,
6,8.65,4.94,3.71,,,
7,8.84,5.12,3.72,,,
8,8.17,4.45,3.72,,,
9,8.09,4.38,3.71,,,
10,8.44,4.73,3.71,,,
11,8.44,4.73,3.71,,,
12,7.96,4.25,3.71,,,
13,7.96,4.26,3.7,,,
14,7.52,3.83,3.69,,,
15,7.19,3.52,3.67,,,
16,6.81,3.16,3.65,,,
17,6.31,2.69,3.62,,,
18,5.98,2.4,3.58,,,
19,6.02,2.47,3.55,,,
20,5.68,2.17,3.51,,,
21,5.06,1.59,3.47,,,
22,4.37,0.96,3.41,,,
23,3.03,0,3.03,,,
24,3.95,0.97,2.98,,,
25,2.92,0,2.92,,,
26,2.46,0,2.46,,,
27,2.46,0.05,2.41,,,
28,2,0,2,,,
29,2,0.04,1.96,,,
30,2,0.08,1.92,,,
31,1.95,0.06,1.89,,,
1,3.48,1.61,1.87,,,
2,3.04,1.19,1.85,,,
3,3.04,1.2,1.84,,,
4,3.04,1.22,1.82,,,
5,3.04,1.24,1.8,,,
6,3.04,1.25,1.79,,,
7,3.04,1.27,1.77,,,
8,3.04,1.28,1.76,,,
9,3.04,1.3,1.74,,,
10,2.75,1.03,1.72,,,
11,2.75,1.05,1.7,,,
12,2.75,1.06,1.69,,,
13,2.75,1.08,1.67,,,
14,2.75,1.1,1.65,,,
15,2.75,1.11,1.64,,,
16,2.75,1.13,1.62,,,
17,2.75,1.14,1.61,,,
18,4.99,3.36,1.63,,,
19,5.2,3.55,1.65,,,
20,3.92,2.26,1.66,,,
21,3.92,2.26,1.66,,,
22,3.92,2.26,1.66,,,
23,3.92,2.25,1.67,,,
24,3.92,2.25,1.67,,,
25,3.92,2.25,1.67,,,
26,3.92,2.25,1.67,,,
27,3.92,2.25,1.67,,,
28,3.92,2.24,1.68,,,
29,3.92,2.24,1.68,,,
30,3.92,2.24,1.68,,,
1,3.48,1.8,1.68,,,
2,3.04,1.38,1.66,,,
3,3.04,1.39,1.65,,,
4,3.04,1.4,1.64,,,
5,2.75,1.12,1.63,,,
6,2.75,1.14,1.61,,,
7,2.75,1.15,1.6,,,
8,2.75,1.16,1.59,,,
9,2.75,1.18,1.57,,,
10,2.25,0.7,1.55,,,
11,2.25,0.72,1.53,,,
12,2.04,0.53,1.51,,,
13,2.04,0.55,1.49,,,
14,2.04,0.57,1.47,,,
15,2.04,0.59,1.45,,,
16,2.04,0.61,1.43,,,
17,2.04,0.63,1.41,,,
18,2.04,0.65,1.39,,,
19,2.04,0.67,1.37,,,
20,1.89,0.53,1.36,,,
21,1.89,0.55,1.34,,,
22,1.89,0.57,1.32,,,
23,2.04,0.73,1.31,,,
24,2.04,0.75,1.29,,,
25,2.04,0.76,1.28,,,
26,2.25,0.98,1.27,,,
27,2.25,0.99,1.26,,,
28,2.25,1,1.25,,,
29,2.25,1.01,1.24,,,
30,2.04,0.81,1.23,,,
31,2.46,1.24,1.22,,,
1,2.25,1.04,1.21,,,
2,2.25,1.04,1.21,,,
3,2.25,1.05,1.2,,,
4,2.25,1.06,1.19,,,
5,2.25,1.06,1.19,,,
6,2.25,1.07,1.18,,,
7,2.25,1.08,1.17,,,
8,2.25,1.08,1.17,,,
9,2.25,1.09,1.16,,,
10,2.25,1.1,1.15,,,
11,2.25,1.1,1.15,,,
12,2.25,1.11,1.14,,,
13,2.25,1.11,1.14,,,
14,2.25,1.12,1.13,,,
15,2.25,1.12,1.13,,,
16,2.25,1.13,1.12,,,
17,3.48,2.34,1.14,,,
18,2.46,1.32,1.14,,,
19,2.46,1.33,1.13,,,
20,2.46,1.33,1.13,,,
21,2.46,1.33,1.13,,,
22,2.25,1.12,1.13,,,
23,2.25,1.13,1.12,,,
24,2.04,0.93,1.11,,,
25,2.04,0.93,1.11,,,
26,2.04,0.94,1.1,,,
27,2.04,0.95,1.09,,,
28,2.04,0.95,1.09,,,
29,2.04,0.96,1.08,,,
30,2.46,1.38,1.08,,,
31,2.46,1.38,1.08,,,
1,3.04,1.95,1.09,,,
2,3.04,1.94,1.1,,,
3,3.04,1.93,1.11,,,
4,3.04,1.92,1.12,,,
5,3.04,1.92,1.12,,,
6,3.04,1.91,1.13,,,
7,3.04,1.9,1.14,,,
8,3.04,1.89,1.15,,,
9,3.04,1.89,1.15,,,
10,2.46,1.31,1.15,,,
11,2.46,1.31,1.15,,,
12,2.46,1.31,1.15,,,
13,2.46,1.32,1.14,,,
14,2.46,1.32,1.14,,,
15,2.46,1.32,1.14,,,
16,2.46,1.32,1.14,,,
17,2.46,1.32,1.14,,,
18,2.46,1.32,1.14,,,
19,2.46,1.33,1.13,,,
20,2.46,1.33,1.13,,,
21,2.46,1.33,1.13,,,
22,2.46,1.33,1.13,,,
23,2.46,1.33,1.13,,,
24,2.46,1.33,1.13,,,
25,2.46,1.33,1.13,,,
26,2.25,1.13,1.12,,,
27,2.25,1.13,1.12,,,
28,2.25,1.14,1.11,,,
29,2.25,1.14,1.11,,,
1,2.25,1.15,1.1,,,
2,2.25,1.15,1.1,,,
3,2.25,1.15,1.1,,,
4,2.25,1.16,1.09,,,
5,2.25,1.16,1.09,,,
6,2.25,1.16,1.09,,,
7,2.25,1.17,1.08,,,
8,2.04,0.96,1.08,,,
9,2.04,0.97,1.07,,,
10,2.04,0.98,1.06,,,
11,2.04,0.98,1.06,,,
12,2.04,0.99,1.05,,,
13,2.04,0.99,1.05,,,
14,2.04,1,1.04,,,
15,2.04,1,1.04,,,
16,1.89,0.86,1.03,,,
17,1.89,0.87,1.02,,,
18,1.89,0.87,1.02,,,
19,1.89,0.88,1.01,,,
20,1.89,0.89,1,,,
21,1.89,0.89,1,,,
22,1.89,0.9,0.99,,,
23,1.89,0.9,0.99,,,
24,1.75,0.77,0.98,,,
25,1.75,0.78,0.97,,,
26,1.75,0.78,0.97,,,
27,1.53,0.57,0.96,,,
28,1.53,0.58,0.95,,,
29,1.46,0.52,0.94,,,
30,1.46,0.54,0.92,,,
31,1.46,0.55,0.91,,,
1,1.46,0.55,0.91,,,
2,1.39,0.49,0.9,,,
3,1.39,0.5,0.89,,,
4,1.39,0.51,0.88,,,
5,1.39,0.52,0.87,,,
6,1.39,0.53,0.86,,,
7,1.39,0.54,0.85,,,
8,1.39,0.55,0.84,,,
9,1.39,0.56,0.83,,,
10,1.39,0.56,0.83,,,
